plant_id,customer_id,plant_name,manufacturer,model,installation_date,cooling_capacity,heating_capacity,energy_efficiency_rating,warranty_expiration,last_inspection_date,plant_status
155,50,"Dickinson, Stokes and Murazik Plant",Wilkinson - Hessel,KY7TLRDFB1,2022-02-05,32879 BTU,52523 BTU,13.239835981154243,2022-10-14,2022-08-28,Active
156,50,Jaskolski - Daugherty Plant,"Klein, Reilly and Kuphal",NLYIPCZM9Y,2022-04-26,45950 BTU,57379 BTU,16.035036950241153,2028-08-04,2023-10-02,Under Maintenance
157,50,Hudson and Sons Plant,Gerlach Group,7E9J81AOYM,2021-05-12,59714 BTU,32118 BTU,16.01357656519427,2028-11-02,2023-04-07,Under Maintenance
158,51,"Murray, Schuster and Stoltenberg Plant","Hirthe, Harber and Kessler",PDDE0SQVKD,2020-02-17,27947 BTU,41045 BTU,14.196946785417659,2021-09-21,2023-04-04,Under Maintenance
159,51,Emard - Bins Plant,Skiles LLC,UVKD0ZX8E8,2021-11-20,30789 BTU,26159 BTU,18.926598557132163,2024-03-23,2022-08-04,Active
160,52,Bernhard - Kreiger Plant,Langworth - Torphy,KN129VOYAH,2023-01-02,50207 BTU,37807 BTU,13.726770859031348,2024-07-20,2024-02-24,Under Maintenance
161,53,"Mills, Bode and Fritsch Plant",Boyle - Cummings,NMZYIICUOL,2023-06-27,48111 BTU,34228 BTU,19.72642521962014,2028-10-11,2023-09-02,Active
162,54,"Rau, Harvey and Collier Plant",Pollich and Sons,D0STYRMRKU,2022-10-15,57402 BTU,57965 BTU,19.787787220830072,2028-04-30,2023-02-27,Active
163,54,O'Connell Inc Plant,Conroy - Rau,J7JOYQFNHL,2023-05-05,59938 BTU,53126 BTU,20.247293586065535,2024-11-02,2023-09-06,Active
164,55,Miller and Sons Plant,Schmitt - Howell,LAG39HQ50C,2022-09-29,46942 BTU,24723 BTU,13.340569997394795,2023-11-08,2024-01-18,Under Maintenance
165,55,Crooks - Franey Plant,Schiller - Bashirian,XBJUCCY17P,2020-09-07,55591 BTU,25618 BTU,16.622079461372678,2025-11-11,2022-04-09,Active
166,55,"Fisher, Wiegand and Kreiger Plant",Bashirian - Zulauf,T54FXORHBE,2020-04-13,30442 BTU,39023 BTU,16.637187799515363,2023-05-01,2024-02-23,Inactive
167,56,"Zemlak, Gislason and Abernathy Plant",Mayer Inc,UO81TEWFRP,2021-04-02,27634 BTU,32763 BTU,16.796939514003366,2024-12-10,2024-05-03,Active
168,56,"Stanton, Huel and Hegmann Plant",Schiller and Sons,C4IEOV98VQ,2021-12-20,51638 BTU,52247 BTU,18.323529545737674,2025-10-03,2022-04-24,Active
169,57,Raynor Inc Plant,Roberts LLC,JVPFLP6Z6I,2020-10-12,31796 BTU,54924 BTU,14.723168813464765,2025-09-05,2021-04-05,Active
170,58,"Stamm, Bechtelar and Schmidt Plant",Effertz LLC,VRHKCKL35E,2021-04-18,35578 BTU,32329 BTU,13.272238653983402,2023-01-13,2022-04-19,Inactive
171,58,Moore - Kirlin Plant,"Prosacco, Smitham and O'Hara",VIQ8KGDZUF,2024-04-12,40764 BTU,55374 BTU,13.66672887001781,2024-11-02,2024-08-26,Active
172,58,Hammes LLC Plant,Bergstrom - Rosenbaum,LJGJ4SOSMK,2021-11-08,24991 BTU,30754 BTU,20.86739370902081,2024-02-26,2024-02-28,Under Maintenance
173,58,"Wilderman, Miller and Runolfsson Plant","Bernier, Abshire and Leuschke",LLXUDAHXNU,2023-01-28,36805 BTU,54650 BTU,20.17100601811695,2030-08-12,2023-09-19,Active
174,58,Shanahan - Heathcote Plant,"Legros, Bechtelar and Spencer",J99O31HZOP,2023-04-18,56447 BTU,46430 BTU,18.798849373172686,2024-07-08,2024-06-04,Inactive
175,59,"Stehr, Dietrich and Schumm Plant",Champlin - Bode,JKG9IWPLLL,2021-08-30,43433 BTU,30316 BTU,14.721177660602429,2027-06-23,2023-10-24,Under Maintenance
176,59,Reinger Group Plant,Kovacek and Sons,HQRSGTM7TA,2024-07-09,31304 BTU,51661 BTU,17.962922080378664,2026-03-15,2024-07-09,Inactive
177,60,Grimes Inc Plant,Becker Inc,IHLPGA51QD,2024-03-14,29749 BTU,56009 BTU,17.57589016126522,2027-07-12,2024-09-14,Under Maintenance
178,60,Gutmann - Kutch Plant,Ratke LLC,MWRC7X07AM,2022-12-04,57550 BTU,48081 BTU,20.64698541183632,2029-04-13,2023-09-14,Active
179,60,Kling Group Plant,Dach - Abshire,ZKVVRWNLM8,2020-12-07,40578 BTU,30675 BTU,20.860867129384363,2028-03-12,2021-08-18,Inactive
180,60,Huel - Bode Plant,"Rosenbaum, Fisher and Marvin",KYTFS00K47,2022-05-23,47685 BTU,58957 BTU,13.225803293235396,2027-04-28,2022-11-03,Active
181,60,"Aufderhar, Russel and Pfeffer Plant","Legros, Lang and Wisoky",MWHVRZYIHG,2023-11-10,25266 BTU,42038 BTU,18.718174088258493,2029-06-22,2024-02-03,Inactive
182,61,Stoltenberg Group Plant,Zemlak - Russel,MDJ64UOCMG,2022-05-18,29807 BTU,58033 BTU,19.563225360405728,2023-09-09,2024-07-02,Under Maintenance
183,61,Douglas LLC Plant,"Becker, Botsford and Parker",FHFY9GUSJD,2021-01-09,50617 BTU,49469 BTU,17.00013694736884,2026-06-10,2021-06-23,Active
184,62,"Parker, Kling and Kautzer Plant","Mohr, Mitchell and Keeling",PRCMURFJ8I,2023-02-22,44244 BTU,25004 BTU,17.103906819709067,2030-02-17,2023-10-07,Inactive
185,63,Monahan LLC Plant,O'Hara - Witting,KPTOKNICDD,2023-08-10,52418 BTU,34323 BTU,16.195878505752468,2028-04-12,2023-09-12,Under Maintenance
186,63,Vandervort Group Plant,Fritsch LLC,63TKU3I3MG,2022-12-27,29171 BTU,47222 BTU,19.63796328850034,2030-09-10,2023-01-18,Active
187,63,"Ernser, Robel and Ondricka Plant","Mraz, Hettinger and Wisozk",33XFSU4KGO,2024-08-19,51740 BTU,42603 BTU,16.291465123215623,2030-10-19,2024-08-28,Under Maintenance
188,63,"Altenwerth, Shanahan and Waelchi Plant",Christiansen Inc,LF7D59RG0T,2023-10-23,36209 BTU,55299 BTU,18.554971932805458,2024-10-27,2024-08-21,Inactive
189,63,Mayert - Barrows Plant,"Walter, Stroman and Johnson",HPHFE7C8WX,2023-05-04,52953 BTU,27263 BTU,18.47629510217067,2025-01-09,2023-10-29,Under Maintenance
190,64,"Koss, Zulauf and Cummerata Plant",Will - Schinner,A4L1TD0GTZ,2022-01-14,58467 BTU,51955 BTU,16.197377233698745,2028-04-25,2024-07-16,Inactive
191,64,Robel and Sons Plant,Purdy - Hintz,H1EQJOZPSU,2020-10-26,28020 BTU,43014 BTU,15.48740546233892,2021-10-25,2023-08-29,Active
192,65,Rutherford - Johnson Plant,Daniel - Kling,GIY1QHDPM5,2023-10-13,57873 BTU,53332 BTU,14.885754267236972,2029-11-26,2024-02-23,Under Maintenance
193,65,"Lang, Willms and Wehner Plant",Lueilwitz - Ortiz,HRMUKSFDJD,2024-05-15,33199 BTU,27466 BTU,13.123733240628379,2024-10-19,2024-08-26,Inactive
194,65,Quigley Inc Plant,"Hahn, Kuhn and Renner",ETOLWWGOOT,2022-05-15,47812 BTU,35893 BTU,20.38901613246887,2024-04-13,2022-09-27,Inactive
195,66,Langworth Group Plant,Fritsch and Sons,9W6CGZQD6D,2023-03-30,58907 BTU,29793 BTU,13.842795714397047,2025-10-02,2023-11-27,Under Maintenance
196,66,Hane - Hodkiewicz Plant,Trantow - Becker,1Q7R6QCJCB,2023-12-30,38804 BTU,42112 BTU,13.034081931546444,2027-09-12,2024-09-10,Active
197,66,Daniel and Sons Plant,Marvin Inc,Y7PRZTKXDH,2021-05-19,25240 BTU,54264 BTU,13.638713748373087,2025-09-20,2023-02-15,Active
198,67,"Borer, Dooley and Schowalter Plant",Marvin - Schroeder,AUQZSCSTXX,2022-02-05,54604 BTU,44774 BTU,18.224992022190804,2028-02-15,2024-08-17,Active
199,67,Terry and Sons Plant,"Miller, Swift and Padberg",BFHQFCGV2N,2022-11-15,53728 BTU,41881 BTU,15.99563391988855,2026-09-19,2023-11-14,Inactive
200,68,"Kulas, Friesen and Hammes Plant",Luettgen - Sauer,LURGZBOEGR,2021-03-24,24778 BTU,47875 BTU,16.577837325149105,2028-04-09,2024-08-23,Under Maintenance
201,68,Paucek - Muller Plant,Hammes Inc,HT71RQR17A,2023-03-27,54218 BTU,54569 BTU,20.693867342773906,2026-09-14,2024-04-13,Under Maintenance
202,68,Borer - Roob Plant,Schulist - Shanahan,6JBB9HIKRK,2020-02-04,35326 BTU,37392 BTU,13.349308971492492,2030-10-28,2022-04-10,Under Maintenance
203,68,Barton Group Plant,Torphy Group,HHV0XAOJSH,2023-09-17,51717 BTU,48937 BTU,13.471422248879122,2030-12-17,2024-08-08,Inactive
204,69,Koch and Sons Plant,Rempel - Batz,PNA39VXSSM,2022-11-09,49087 BTU,32211 BTU,20.003134096856467,2026-08-13,2023-04-30,Active
205,69,"Kuhic, Bruen and Wehner Plant",Tillman - Schiller,CF6UCQEHIF,2023-09-16,30546 BTU,42103 BTU,18.53176405324802,2029-01-13,2024-05-28,Inactive
206,69,"Bernier, Rogahn and McKenzie Plant",Murphy - O'Reilly,NJNBYGF43A,2022-07-15,27369 BTU,24556 BTU,13.822606615312012,2028-07-03,2023-08-06,Inactive
207,69,Dooley Group Plant,Stroman - Walter,QST6NQBIQS,2024-01-14,39211 BTU,33455 BTU,17.218230041971307,2030-07-31,2024-07-22,Under Maintenance
208,69,Mueller - Ward Plant,"Kemmer, McCullough and Emard",KBEVI4SIKE,2024-09-15,57991 BTU,32121 BTU,19.153574884206403,2029-11-09,2024-09-20,Inactive
209,70,Reinger - Jacobson Plant,Parker Inc,QJOBS29COS,2022-12-25,52393 BTU,51122 BTU,13.277455710528425,2028-05-23,2023-09-02,Inactive
210,70,Fritsch Inc Plant,Borer - Conroy,MTGTHAARMA,2024-01-17,57598 BTU,58382 BTU,13.285865009316723,2030-04-28,2024-06-20,Active
211,70,Stokes - Bechtelar Plant,Ryan - Waters,GFBADIGMLT,2023-10-13,40797 BTU,25747 BTU,20.254734162102963,2029-10-21,2023-11-13,Inactive
212,71,"Fahey, Dietrich and Greenholt Plant","Halvorson, Douglas and Lang",H0QBMK75FP,2022-07-07,49454 BTU,40449 BTU,13.713449685964388,2024-12-14,2024-08-21,Under Maintenance
213,71,Halvorson and Sons Plant,Harber LLC,I1ZDNMHNPV,2022-10-19,26023 BTU,46452 BTU,20.87055909965941,2030-07-14,2023-10-27,Active
214,71,Lind - Bechtelar Plant,Turner - Sauer,EGEVTT1SKZ,2021-05-07,57268 BTU,46822 BTU,20.000792361657407,2026-10-19,2021-05-18,Active
215,71,"Will, Abernathy and Johnston Plant","Kris, Gleason and Zemlak",FFKASYU48V,2020-03-20,25725 BTU,26157 BTU,17.3066921802354,2020-09-29,2022-12-17,Active
216,72,"Klein, Runolfsson and Ferry Plant",Feest Inc,LPJYCMQ7JI,2022-08-07,56269 BTU,59085 BTU,15.58897222335176,2027-09-04,2023-12-03,Under Maintenance
217,72,Ward - Lemke Plant,"Kuhn, Bahringer and Lynch",HVZ7EK8WLC,2021-07-04,53324 BTU,38416 BTU,19.85869914293793,2026-01-28,2022-02-18,Under Maintenance
218,72,"Lebsack, Daniel and Goldner Plant",Rau and Sons,6FPM89N7D4,2023-03-17,40491 BTU,32050 BTU,18.545159108045173,2030-05-13,2023-09-08,Inactive
219,73,Kling LLC Plant,"Sauer, Schinner and Wyman",0ATZ4TSTNT,2024-05-24,32091 BTU,39489 BTU,19.99337148877161,2029-12-18,2024-07-04,Inactive
220,73,Kuhlman Inc Plant,Boyer Inc,DLENTC2X06,2020-09-16,28130 BTU,38562 BTU,18.995731380773517,2022-03-26,2024-09-16,Inactive
221,74,Stracke - Ledner Plant,Wilkinson Group,WEIRLVR3JT,2020-10-30,24947 BTU,45078 BTU,15.722264670459833,2028-12-16,2022-09-06,Active
222,74,Durgan LLC Plant,Reilly - Predovic,9BXAUUTTPI,2020-07-05,27456 BTU,48417 BTU,19.975685828609212,2022-04-11,2024-07-22,Active
223,74,"Becker, Dach and Muller Plant",Glover Inc,ITOAT2HR7S,2020-09-10,48502 BTU,32147 BTU,14.351843591531722,2029-01-20,2021-09-10,Active
224,74,Hoeger - Waelchi Plant,Dicki - Pacocha,YAXHSP4ZTX,2021-11-11,31388 BTU,32831 BTU,14.746454478882782,2026-11-16,2022-03-08,Active
225,74,"Olson, Koepp and Yost Plant","Mills, Harvey and Klocko",VDXXB5WSSL,2022-04-23,48183 BTU,48662 BTU,13.23854790062721,2026-05-30,2023-07-16,Under Maintenance
226,75,Steuber and Sons Plant,Friesen and Sons,IMOTFPE28M,2021-03-13,26750 BTU,43502 BTU,17.63194772501953,2029-09-18,2021-05-03,Inactive
227,75,Cartwright Group Plant,"Purdy, Hilll and Witting",VRPA4IKCQV,2023-06-17,40573 BTU,48229 BTU,17.481257870679535,2028-07-26,2024-03-16,Active
228,76,Nader - Williamson Plant,O'Kon Inc,GX9YYW81R1,2021-03-21,53943 BTU,29644 BTU,15.97121370322193,2030-06-30,2023-09-24,Under Maintenance
229,76,"Jacobson, Jacobson and Wehner Plant","Kautzer, Zemlak and Bartoletti",YTHP2VKKUP,2020-10-29,45722 BTU,30637 BTU,15.976290006171167,2028-08-14,2022-09-11,Active
230,76,Pfeffer and Sons Plant,Renner Group,LDD2VIXEIS,2020-07-22,52491 BTU,39534 BTU,13.192502124625168,2025-10-05,2024-02-13,Active
231,76,"Raynor, McClure and Cruickshank Plant","Wintheiser, Leffler and Hoppe",SMWL8VCQFS,2022-09-28,56001 BTU,46304 BTU,20.016956284183866,2027-08-11,2024-03-21,Inactive
232,77,Wyman - Dare Plant,"Bergstrom, Huels and Kuphal",FRTFDFMPLY,2022-01-13,33131 BTU,50731 BTU,17.553695589766477,2030-10-20,2022-03-10,Active
233,77,"Lubowitz, Tromp and Hayes Plant","Dietrich, Bergstrom and Lubowitz",TAJN7QO8Q9,2021-03-29,58700 BTU,26484 BTU,19.95098361819234,2024-09-14,2021-04-02,Inactive
234,77,"Vandervort, Orn and Hamill Plant",Hansen and Sons,ANUJS6D6OH,2024-06-15,43757 BTU,32456 BTU,16.839744425747263,2027-02-25,2024-08-12,Under Maintenance
235,77,"Halvorson, DuBuque and Schultz Plant",Kutch LLC,RTHMHQVQEZ,2020-06-06,36665 BTU,53398 BTU,14.611203356117954,2026-12-27,2024-05-16,Under Maintenance
236,77,Kub - Lubowitz Plant,Runolfsdottir - Heaney,SOBNMRRARI,2022-06-04,59605 BTU,57654 BTU,13.958349063149157,2026-06-11,2024-08-17,Active
237,78,"Daniel, Kshlerin and Reichel Plant","Kozey, Sawayn and Leffler",UZYIGZC8DV,2020-05-03,41975 BTU,50434 BTU,19.35238503677973,2021-11-05,2024-03-08,Under Maintenance
238,79,Hand - Bernhard Plant,Stanton - Rempel,0KZBEPYDJ1,2023-04-11,34042 BTU,41934 BTU,13.451215092052154,2027-10-04,2024-02-11,Under Maintenance
239,79,Marvin Group Plant,"Langosh, Abbott and Bayer",TLREDAX5KX,2022-12-24,46059 BTU,58781 BTU,20.07567367244034,2030-01-27,2023-09-26,Active
240,79,Pfeffer Group Plant,Reichel - Erdman,S601NIS3CF,2020-06-27,41586 BTU,31331 BTU,19.88958448773038,2026-03-12,2023-02-16,Inactive
241,79,Stark and Sons Plant,Olson - Weimann,KTNPEQVH4G,2024-02-07,53189 BTU,43164 BTU,16.912678891132174,2028-05-05,2024-08-01,Active
242,79,Keebler and Sons Plant,"Price, Kreiger and Wuckert",BQSMULPMKM,2021-04-26,28196 BTU,35523 BTU,19.291140815737577,2029-01-18,2021-08-09,Under Maintenance
243,80,Goodwin LLC Plant,Murazik - Goyette,MLZND4LGSF,2023-04-11,59411 BTU,25139 BTU,16.13690589686496,2023-11-04,2023-06-04,Active
244,80,Gleichner and Sons Plant,McClure Inc,S3RKC0UNCW,2021-10-18,34900 BTU,28980 BTU,15.059024258750487,2027-09-05,2024-08-28,Under Maintenance
245,80,Rau and Sons Plant,Rutherford - Schuppe,OOVDM2OB1E,2023-11-29,26836 BTU,51406 BTU,13.910877168172368,2028-09-12,2024-08-07,Active
246,81,"Bins, Bosco and Krajcik Plant","Kassulke, Douglas and Turner",UFTCH6HSAY,2021-01-23,38385 BTU,32124 BTU,13.184549072193303,2030-12-05,2022-07-02,Under Maintenance
247,81,Baumbach Inc Plant,Padberg - Schoen,KLODZTGZEQ,2022-07-21,31819 BTU,52261 BTU,18.452144945761766,2023-09-12,2022-10-21,Active
248,81,"Gleichner, Rice and Champlin Plant",Franecki LLC,CPVXWVOIVR,2022-07-26,42321 BTU,35107 BTU,13.77514370581514,2027-01-17,2022-09-12,Inactive
249,81,Renner LLC Plant,Watsica - Homenick,9RPBYJNP2G,2020-08-30,29910 BTU,56394 BTU,15.034021931474069,2024-08-09,2023-03-23,Inactive
250,82,"Jacobson, Ledner and Feeney Plant",Kulas Inc,4UR7NNWTCV,2024-06-21,33961 BTU,37674 BTU,20.234252688244275,2030-02-04,2024-07-07,Under Maintenance
251,83,Prosacco Group Plant,"Lowe, Langworth and Shields",TXGZA9WQTE,2023-01-24,52829 BTU,54411 BTU,16.112987324061322,2027-01-26,2023-11-17,Under Maintenance
252,83,Ziemann LLC Plant,"Kohler, Roob and Kub",X3UVU8EPDH,2020-06-03,54978 BTU,58401 BTU,19.007225293589244,2027-01-11,2021-06-15,Inactive
253,83,"Sporer, Hauck and McGlynn Plant",Cummerata Inc,ZFGQFWFYN5,2023-04-28,35817 BTU,50086 BTU,14.005322423712624,2025-09-06,2023-08-26,Active
254,83,"Stanton, Strosin and Jaskolski Plant",Mante and Sons,OAHQ2S3BNW,2024-09-02,50829 BTU,28096 BTU,15.00620292172276,2026-01-19,2024-09-13,Active
255,83,Turner Inc Plant,Jerde Group,LK5XHAVRVM,2020-02-24,57921 BTU,49417 BTU,17.021847678147704,2022-11-20,2020-05-29,Inactive
256,84,Kshlerin Group Plant,"Balistreri, Dickinson and Zboncak",Z4B7WUZN9E,2024-06-28,51926 BTU,43801 BTU,19.577426515332057,2027-08-08,2024-08-12,Inactive
257,84,Kilback Inc Plant,"Romaguera, Pfannerstill and O'Conner",KZDDGA6VPN,2021-02-09,51220 BTU,54530 BTU,15.090305991999065,2028-06-28,2023-08-09,Inactive
258,84,Bartell - Funk Plant,Swaniawski - Upton,RNBWSNCOCN,2020-04-12,25922 BTU,39060 BTU,15.654167098721999,2021-07-10,2024-08-17,Inactive
259,84,Kessler LLC Plant,Leannon - Leannon,11KNYZZMUH,2024-08-29,58121 BTU,40959 BTU,16.966373191942832,2026-03-28,2024-09-09,Inactive
260,85,Marvin Group Plant,"Beatty, Nitzsche and Huel",E4QSYDFYE8,2023-12-03,41339 BTU,26621 BTU,20.86126818610528,2024-04-28,2023-12-16,Under Maintenance
261,85,Conn Inc Plant,Schowalter Group,WVVORLVVTT,2024-06-10,26074 BTU,56640 BTU,15.006967175853905,2025-01-25,2024-08-10,Active
262,85,Bartoletti Inc Plant,"Aufderhar, Huels and Corwin",EIMLZEYDJL,2022-05-23,44523 BTU,29774 BTU,19.987232785837374,2029-03-29,2022-08-25,Active
263,85,"Koelpin, Borer and Windler Plant","Ratke, O'Connell and Buckridge",ZL07LUMPCD,2021-04-19,39197 BTU,59897 BTU,20.757248054481074,2028-05-02,2024-05-30,Active
264,86,Fahey Inc Plant,Schaden and Sons,MFGSYVL5ZU,2021-07-12,50959 BTU,42464 BTU,14.493289115399147,2028-08-02,2024-07-09,Under Maintenance
265,86,Feeney Inc Plant,"Barton, Dicki and Hyatt",JLGYQMCIXT,2023-07-24,28982 BTU,51310 BTU,14.071893156013267,2025-12-11,2023-08-20,Active
266,86,Pollich - Davis Plant,Ledner Inc,6R9QHAVANN,2023-11-16,56180 BTU,47889 BTU,17.379218410698194,2024-12-11,2023-12-28,Under Maintenance
267,87,Renner LLC Plant,Grimes - Ernser,Z0OEPFCM3D,2021-06-26,36860 BTU,28531 BTU,14.677113687276364,2021-08-20,2024-08-29,Under Maintenance
268,88,Bosco - Rolfson Plant,Hoppe - Rowe,KBFGCDZACW,2020-11-16,55925 BTU,45502 BTU,20.81359696936778,2023-08-19,2021-11-05,Under Maintenance
269,88,Ward - Okuneva Plant,Schiller and Sons,2RDG6EWIM9,2024-04-16,35101 BTU,28246 BTU,15.55746675709236,2027-06-28,2024-06-28,Active
270,88,Greenholt - Mills Plant,"Gleason, Davis and Ebert",FLD5MPPZO0,2023-02-01,47252 BTU,52182 BTU,14.463146613806561,2029-11-26,2024-04-14,Inactive
271,88,"Altenwerth, Nicolas and Russel Plant",Balistreri - Feil,9L1LK5C0KV,2021-04-01,24961 BTU,27895 BTU,14.264005493374565,2027-08-23,2021-05-17,Active
272,88,"Quigley, Simonis and Haag Plant",Ferry Inc,10B6719Z5Q,2023-12-18,49127 BTU,29259 BTU,18.166609657315338,2027-08-03,2024-04-19,Active
273,89,Lind - Turner Plant,"Hickle, Schiller and Konopelski",4UOTH6SAFO,2024-04-03,43001 BTU,57117 BTU,19.614829635828507,2026-01-31,2024-06-30,Under Maintenance
274,89,"Russel, Wunsch and Johns Plant","Parisian, Crona and Botsford",NFV7BFYK5B,2021-06-12,46054 BTU,34178 BTU,19.852373748220437,2027-06-13,2023-04-01,Under Maintenance
275,89,"Wilkinson, Jenkins and Schiller Plant",Rutherford Group,I7M9BJJFOW,2020-01-08,54166 BTU,44563 BTU,17.638122558621586,2026-10-15,2023-04-24,Under Maintenance
276,89,Swaniawski LLC Plant,Ankunding LLC,EPMGTGZUBW,2020-03-18,27321 BTU,51509 BTU,17.74460017056456,2027-09-08,2023-02-10,Under Maintenance
277,89,"Hauck, Runolfsson and Botsford Plant",Kihn - Beer,KC9RKOTWPL,2021-04-09,33355 BTU,25635 BTU,14.447690974216492,2030-08-23,2024-05-31,Under Maintenance
278,90,Runte - Barton Plant,"Schowalter, Nader and Streich",NXJ1JKCBJ6,2021-09-29,54985 BTU,52164 BTU,15.030179981098762,2024-09-25,2021-11-14,Under Maintenance
279,90,"Keeling, Roberts and Yundt Plant",O'Keefe - Swift,ZALTFTKV95,2020-03-11,49513 BTU,57696 BTU,18.540863725127796,2028-01-15,2023-02-27,Under Maintenance
280,90,Upton LLC Plant,Larkin LLC,IO2JNGZ1EG,2024-03-01,49865 BTU,29109 BTU,20.36918087690402,2027-05-13,2024-08-30,Inactive
281,90,Barton LLC Plant,Mitchell and Sons,QN8ECS6J4N,2024-04-01,40045 BTU,52282 BTU,19.545449040784113,2028-03-21,2024-05-31,Active
282,90,Daugherty Inc Plant,"Strosin, Little and Hodkiewicz",JR93APMOM5,2024-07-25,25661 BTU,58035 BTU,14.858730416782333,2026-03-12,2024-08-19,Active
283,91,Cruickshank - Bailey Plant,"Fay, Beatty and Erdman",CQMSRAIF05,2021-08-22,32353 BTU,41188 BTU,16.81936329315223,2030-09-02,2024-07-24,Under Maintenance
284,92,Rosenbaum - Stracke Plant,Deckow - Lindgren,PWKDDGAC4K,2021-08-10,46615 BTU,25078 BTU,19.014152078192804,2025-06-28,2022-01-04,Inactive
285,92,"Mann, Murray and Kassulke Plant",Ebert Group,NNDDNCQAIV,2022-08-31,57857 BTU,27736 BTU,19.165140248507853,2027-06-12,2023-12-28,Active
286,92,Denesik and Sons Plant,"Hintz, DuBuque and Goldner",TLKGETKTWF,2020-10-31,32680 BTU,43509 BTU,20.197634164400963,2024-05-31,2022-06-10,Inactive
287,92,Rosenbaum LLC Plant,Schaefer Group,Y7Q4AE5XGC,2020-02-22,44462 BTU,31608 BTU,16.1764265531346,2027-10-03,2021-10-16,Inactive
288,93,Feeney Inc Plant,Balistreri and Sons,U7GBLC8GA9,2022-07-09,32019 BTU,51035 BTU,13.453886644565141,2024-10-14,2024-01-30,Active
289,93,"Hammes, Kuhn and Parker Plant",Kuhlman - McDermott,HFXESNVZHC,2024-08-30,54453 BTU,38278 BTU,15.993103881590152,2030-11-06,2024-09-13,Inactive
290,93,"Jacobson, Kuhn and Ortiz Plant",Parisian - Prosacco,G9JHQNLJLD,2020-12-09,46847 BTU,46650 BTU,13.429227311999519,2025-09-17,2023-06-01,Active
291,93,Reynolds Inc Plant,Greenfelder - Gutmann,FSWDTVPJLH,2024-06-20,43502 BTU,35682 BTU,15.076734460075725,2028-12-03,2024-09-02,Under Maintenance
292,94,Tremblay Inc Plant,"Langosh, Windler and Prosacco",C4P2OCWRWG,2023-01-21,24919 BTU,42808 BTU,13.612563603531767,2026-09-22,2023-10-10,Under Maintenance
293,94,"Donnelly, Thiel and Erdman Plant","D'Amore, Casper and Barton",T0OK3N7X77,2022-10-27,25371 BTU,28598 BTU,20.18796074967813,2026-08-19,2024-02-02,Inactive
294,94,Bosco Inc Plant,"Connelly, Kuhlman and Runolfsson",RNP0XEDQMA,2022-04-30,49251 BTU,27802 BTU,18.870117046071094,2028-10-07,2023-08-02,Inactive
295,94,Kiehn - Stiedemann Plant,Ritchie LLC,PWFJKYPBUL,2024-03-31,43168 BTU,37709 BTU,14.291795942655229,2024-07-07,2024-09-20,Under Maintenance
296,94,Koch and Sons Plant,Stoltenberg Group,2ORP5KAUKV,2023-02-02,29820 BTU,38888 BTU,19.511469664417607,2025-10-05,2023-03-17,Under Maintenance
297,95,Schowalter - Powlowski Plant,Roberts LLC,IZW8YKRD3E,2023-07-03,43656 BTU,56505 BTU,15.944555725238716,2024-01-19,2023-12-01,Inactive
298,95,"Senger, O'Connell and Conroy Plant","Ernser, Medhurst and Hansen",QSHWJFLPN8,2022-02-04,58572 BTU,52501 BTU,16.524279823229648,2028-03-22,2023-03-10,Under Maintenance
299,95,Pacocha - Spinka Plant,"Huels, Gleason and Stroman",2BM48AL8AL,2022-09-16,26301 BTU,36306 BTU,19.267971413188885,2030-04-08,2024-03-07,Inactive
300,95,"Rau, Mante and Brakus Plant","Brown, Predovic and Kovacek",LQZMAT7722,2022-02-22,31359 BTU,42782 BTU,14.901622475400728,2025-01-02,2022-06-05,Under Maintenance
301,95,Jacobson and Sons Plant,Gorczany - Lemke,OK8GDUJQTQ,2023-12-06,34092 BTU,42276 BTU,17.143855677179193,2026-04-13,2024-09-11,Under Maintenance
302,96,Schulist - Bergnaum Plant,Senger - Metz,78IESTDQG2,2021-03-25,37628 BTU,31943 BTU,15.33255388357329,2021-08-30,2024-01-13,Under Maintenance
303,97,"Hodkiewicz, Bailey and Rosenbaum Plant",Beer - Sawayn,LUF8TOJE3E,2024-02-12,51153 BTU,28110 BTU,17.851909680006443,2026-02-27,2024-08-01,Under Maintenance
304,97,"Lang, Bahringer and White Plant",Dicki LLC,OA50ABDNN7,2024-05-13,29228 BTU,48464 BTU,17.17144491466205,2025-09-09,2024-06-15,Inactive
305,97,Dibbert - Bode Plant,Homenick Inc,LZ3MJU1NCP,2020-03-12,57276 BTU,27051 BTU,16.114343701718024,2021-11-08,2024-01-23,Inactive
