contract_id,customer_id,contract_number,contract_type,start_date,end_date,price,payment_terms,contract_status,salesperson_id,special_terms
178,92,C-2565-88343,Warranty Extension,2021-12-10,2027-04-02,$88941.05959358894,Annually,Active,9,Cupiditas suppono cultura una vespillo tibi ultio deinde audeo.
179,92,C-5400-14427,Full Coverage,2020-03-13,2021-07-01,$95865.88734108406,Annually,Pending Renewal,17,Ustulo iste repellat adfectus curso crapula beneficium alii adeptio vergo.
180,93,C-9085-32550,Warranty Extension,2020-08-11,2029-06-07,$70151.80978614073,Annually,Expired,11,Spoliatio cedo verecundia tollo tepesco tendo corrumpo corroboro.
181,94,C-1951-82531,Service Agreement,2022-08-01,2026-04-05,$78366.69877971723,Quarterly,Expired,2,Possimus strues utor civis surculus urbs atavus cometes error amplus.
182,94,C-5729-81926,Warranty Extension,2022-01-05,2025-01-19,$70553.99673627457,Quarterly,Active,2,Vacuus neque utroque sono ea sed.
183,94,C-1865-43035,Service Agreement,2024-02-21,2026-02-04,$11760.218969904985,Annually,Active,17,Cruciamentum corrupti concedo centum chirographum thesis curtus.
184,95,C-5724-93997,Service Agreement,2021-12-05,2028-02-23,$14474.219804055556,Annually,Expired,14,Catena ultio uter asporto cognatus.
185,96,C-5572-24303,Service Agreement,2024-07-17,2025-09-07,$35271.507882545055,Annually,Active,4,Autus deripio vilicus ustilo cupressus demergo suffragium.
186,96,C-7378-47838,Service Agreement,2021-11-10,2026-12-20,$47413.08724568903,Monthly,Expired,4,Vel fugit velit stultus articulus odio.
187,97,C-3612-38957,Full Coverage,2022-10-05,2030-07-07,$97430.45045314703,Annually,Expired,17,Tandem dens cibo pecto claro thorax caste vulticulus.
188,97,C-1554-77227,Warranty Extension,2022-12-31,2024-04-02,$51267.476901433525,Annually,Active,11,Tricesimus audax quos appositus utrum victus.
189,97,C-4986-50434,Service Agreement,2020-04-16,2022-04-28,$2225.577130737029,Quarterly,Expired,8,Ducimus demulceo cometes tamdiu decretum acervus.
190,98,C-1666-37108,Service Agreement,2024-07-06,2025-09-21,$11735.49151256144,Quarterly,Expired,1,Animi umquam speciosus deorsum damno coepi.
191,99,C-3827-67532,Full Coverage,2023-04-03,2023-06-15,$15015.00626676052,Annually,Active,9,Cui adnuo spiculum beatae ventosus solus assentator cognomen convoco.
192,100,C-3166-79546,Full Coverage,2023-02-12,2029-04-21,$18130.974146440552,Monthly,Active,7,Eum dignissimos cogito.
193,100,C-3899-22631,Full Coverage,2020-10-28,2026-03-15,$36053.22888495208,Monthly,Expired,6,Videlicet aeternus tolero vespillo.
194,101,C-2867-59329,Service Agreement,2021-07-28,2030-12-14,$66816.88720239759,Annually,Expired,20,Capio magni approbo.
195,101,C-1854-38041,Warranty Extension,2021-05-14,2024-06-15,$14220.290467056071,Quarterly,Expired,9,Amplexus amplus cavus crastinus succedo appello adficio peior voluptatem patrocinor.
196,101,C-2483-15680,Warranty Extension,2022-12-13,2028-07-28,$43831.42551267759,Quarterly,Expired,14,Viriliter triduana casus coma volaticus non pauper depereo aut summopere.
197,102,C-1865-43087,Full Coverage,2022-04-29,2027-02-14,$42045.486660748305,Monthly,Active,15,Adnuo ad venustas corrumpo perspiciatis.
198,103,C-6444-66920,Warranty Extension,2023-01-23,2028-11-12,$69997.27055358872,Annually,Pending Renewal,13,Barba agnosco argumentum volaticus.
199,103,C-4176-64013,Warranty Extension,2022-07-12,2027-09-05,$10524.242725038192,Annually,Pending Renewal,4,Subito infit subseco.
200,104,C-1514-23967,Warranty Extension,2023-10-14,2024-12-21,$50399.675581526404,Monthly,Pending Renewal,18,Quas quasi surculus derelinquo.
201,105,C-4066-20339,Full Coverage,2023-09-03,2029-06-25,$14983.064835092156,Quarterly,Pending Renewal,18,Varius coniecto centum tracto addo cauda ademptio.
202,105,C-2609-60315,Warranty Extension,2021-10-26,2030-12-10,$50093.966085327505,Annually,Pending Renewal,9,Comparo solio deleniti explicabo.
203,105,C-3279-43676,Warranty Extension,2020-01-07,2025-07-05,$58153.33646339475,Quarterly,Active,2,Victus decerno aequitas desidero summa.
204,106,C-3666-20816,Service Agreement,2020-12-10,2023-07-10,$31400.534303912766,Quarterly,Active,18,Aut amet spectaculum.
205,106,C-2777-84339,Full Coverage,2021-03-05,2025-09-16,$61246.58572150018,Annually,Expired,11,Vix tibi abbas pecto.
206,106,C-9651-22499,Service Agreement,2024-08-17,2027-06-21,$85275.81905117571,Quarterly,Expired,18,Stillicidium umbra officiis quos terminatio vetus adipisci.
207,107,C-6753-15379,Warranty Extension,2023-11-15,2025-11-26,$62078.799934148665,Quarterly,Active,9,Tantillus decumbo utilis debilito paulatim deprimo callide.
208,108,C-2692-97549,Service Agreement,2024-04-04,2026-04-09,$98233.79776457674,Quarterly,Pending Renewal,20,Delibero quo subseco aveho accedo.
209,108,C-9772-90400,Warranty Extension,2022-12-16,2027-03-06,$82534.0653504194,Quarterly,Expired,14,Adflicto adicio articulus triumphus thermae recusandae carpo dolore voveo.
210,108,C-4701-58954,Warranty Extension,2020-12-30,2021-12-26,$41496.60447726192,Quarterly,Expired,1,Arbor trans nisi copiose congregatio verto tempora cogito.
211,109,C-9447-15955,Full Coverage,2022-12-14,2024-02-03,$68618.98001819609,Annually,Expired,19,Admoveo vacuus vobis voveo fugit vos.
212,109,C-4598-46710,Full Coverage,2022-09-26,2029-02-06,$77760.1264292593,Quarterly,Pending Renewal,14,Aliquam tot triumphus aureus strues desino.
213,109,C-8739-62096,Warranty Extension,2021-09-25,2026-07-06,$49606.0376112193,Quarterly,Active,5,Vulnero vinum aduro amaritudo.
214,110,C-5005-85881,Service Agreement,2024-03-28,2027-03-16,$2663.954229831195,Quarterly,Active,4,Arbor aeneus supplanto spoliatio aggero vociferor celer.
215,111,C-6640-91226,Full Coverage,2021-04-05,2030-08-07,$15453.021431636413,Quarterly,Expired,6,Degero aliquid arca volaticus absconditus supplanto.
216,111,C-2317-51822,Full Coverage,2022-06-19,2028-03-19,$59679.42800781483,Quarterly,Expired,14,Uterque ter tergum.
217,111,C-8320-53910,Service Agreement,2023-07-13,2027-06-30,$99392.33457742968,Quarterly,Pending Renewal,6,Vicinus callide cunabula vita custodia conatus.
218,112,C-9455-95330,Service Agreement,2023-10-05,2024-11-11,$7569.650264935387,Annually,Active,17,Valetudo contigo delinquo sapiente cursim animus.
219,112,C-2387-63790,Full Coverage,2021-02-27,2025-10-19,$24416.856773526535,Annually,Expired,15,Angelus ambulo numquam bis dens tolero defero.
220,112,C-8520-61432,Service Agreement,2023-08-03,2030-01-29,$46104.16970374595,Quarterly,Pending Renewal,3,Reprehenderit minus ex decor cibus cinis.
221,113,C-2326-52709,Service Agreement,2024-05-17,2025-10-06,$7854.620254134515,Annually,Expired,13,Sublime tandem vehemens statua censura deprecator comburo timidus currus.
222,113,C-5943-27739,Warranty Extension,2024-01-11,2030-04-09,$67733.27069447046,Monthly,Expired,17,Impedit ars vomer claudeo infit.
223,113,C-4548-66676,Full Coverage,2024-05-06,2025-04-21,$63090.97791705093,Annually,Expired,18,Crudelis virgo speculum thalassinus.
224,114,C-9280-57343,Service Agreement,2024-01-30,2025-10-01,$29579.457882243816,Annually,Active,14,Aequitas correptius adhaero turbo arbitro astrum ventito speciosus stella.
225,114,C-6657-44617,Service Agreement,2022-02-26,2028-10-30,$88395.68918153759,Quarterly,Pending Renewal,7,Carbo commemoro taceo barba assentator consequatur arcesso.
226,114,C-4289-20535,Service Agreement,2023-06-21,2025-01-01,$64839.37954835696,Annually,Active,8,Compello super ver admoneo congregatio velociter autus basium.
227,115,C-4968-74117,Service Agreement,2023-07-08,2030-10-23,$67897.128761492,Quarterly,Active,2,Tum deinde sui video arguo.
228,115,C-7251-41046,Full Coverage,2020-01-31,2025-07-10,$90110.94492508256,Quarterly,Active,10,Aurum crebro caute clamo adeptio vigor.
229,116,C-7198-66020,Warranty Extension,2021-01-30,2028-10-11,$42838.781005452955,Annually,Pending Renewal,8,Aperio adflicto compello benigne sui abscido aedificium desidero.
230,116,C-4099-87988,Full Coverage,2024-07-08,2030-04-06,$8123.183777561418,Annually,Expired,5,Coadunatio peccatus sperno perspiciatis cohaero.
231,117,C-8750-36043,Full Coverage,2023-05-19,2026-10-25,$98101.08213840662,Annually,Active,14,Angustus tepesco stips.
232,118,C-3112-19746,Warranty Extension,2020-02-14,2028-06-18,$74326.23222909939,Monthly,Active,3,Conturbo uter carus adopto tollo creber timor cribro commemoro conitor.
233,118,C-6415-19378,Warranty Extension,2021-11-28,2029-03-05,$69574.1443289982,Annually,Active,8,Caste coniuratio nam officiis vulnus molestias deserunt cibo vigilo.
234,119,C-5602-36040,Warranty Extension,2021-05-05,2025-10-05,$65043.7471691287,Monthly,Expired,17,Copiose utique soluta tabesco.
235,120,C-7469-18658,Service Agreement,2023-02-23,2027-03-03,$73890.43194115245,Annually,Expired,6,Apto eos cunctatio admiratio thesis.
236,120,C-8927-99970,Full Coverage,2021-05-14,2024-11-23,$29220.418013077087,Annually,Active,14,Summa statim enim creo saepe apto laudantium tui.
237,120,C-8684-98414,Warranty Extension,2023-07-17,2024-10-20,$23607.08933773538,Annually,Pending Renewal,7,Vos harum comminor.
238,121,C-3967-32337,Warranty Extension,2021-01-03,2028-09-10,$92025.0901158002,Annually,Active,14,Cariosus depulso quasi ex dolore ipsum labore depono.
239,121,C-3958-46350,Full Coverage,2020-12-12,2022-03-12,$63901.227023953834,Monthly,Pending Renewal,19,Vinculum studio suspendo.
240,121,C-6515-24110,Warranty Extension,2021-02-06,2021-07-24,$98095.08920945223,Quarterly,Active,14,Ante adipiscor vulgaris.
241,122,C-2282-39382,Warranty Extension,2024-08-10,2028-11-20,$40654.30453067451,Monthly,Pending Renewal,2,Patior conatus denuncio utilis custodia.
242,123,C-3469-11196,Service Agreement,2022-09-08,2030-01-10,$54779.003873795475,Quarterly,Pending Renewal,8,Surgo urbs aeneus congregatio laboriosam cogo aduro.
243,123,C-9687-55757,Warranty Extension,2023-03-17,2030-04-07,$79099.50928536149,Quarterly,Expired,15,Vindico coruscus sub.
244,123,C-9667-36180,Warranty Extension,2023-04-12,2026-02-14,$92810.34315882425,Monthly,Pending Renewal,10,Ager sumptus adfero amicitia.
245,124,C-1417-32597,Warranty Extension,2022-06-23,2026-11-05,$63722.889337386776,Annually,Pending Renewal,2,Adipisci acerbitas decor sollicito synagoga absorbeo audentia.
246,124,C-5595-12051,Full Coverage,2020-02-14,2021-10-24,$97527.44038014801,Annually,Pending Renewal,20,Omnis thorax sufficio.
247,124,C-5034-24586,Service Agreement,2021-01-30,2029-12-11,$32709.989730146848,Monthly,Expired,2,Uterque aduro super solitudo adiuvo adipiscor creber tenax derelinquo.
248,125,C-8290-43774,Warranty Extension,2023-02-04,2026-06-19,$80221.39577651964,Quarterly,Expired,11,Clibanus sublime utpote ceno tubineus tepesco caries cribro.
249,125,C-4442-40771,Full Coverage,2024-04-13,2026-10-22,$6848.588999019833,Monthly,Pending Renewal,11,Soluta sordeo amissio coniuratio tabula subiungo vinco bellicus cupiditas.
250,126,C-7098-32639,Service Agreement,2024-03-29,2024-08-10,$39051.27507187913,Annually,Expired,11,Aqua auctor aegre dolorem calco celer voco articulus taceo vulnero.
251,127,C-9185-57196,Service Agreement,2023-06-13,2027-07-05,$58272.41392360708,Annually,Active,17,Non verecundia a somniculosus degusto.
252,128,C-6856-18516,Full Coverage,2021-09-25,2025-09-01,$24346.64730059448,Quarterly,Expired,2,Collum pel turpis caecus arca suadeo.
253,128,C-5460-76942,Full Coverage,2024-01-31,2027-08-11,$83710.15842172054,Quarterly,Active,4,Molestias debilito beatus turba depulso ducimus argumentum cenaculum cunabula.
254,128,C-1455-22410,Full Coverage,2021-10-07,2030-01-12,$9654.90996097923,Annually,Pending Renewal,15,Iure dolorem ceno comptus speculum altus.
255,129,C-1413-20912,Full Coverage,2022-08-29,2026-12-20,$50079.18414412112,Annually,Expired,1,Caveo appositus adipiscor synagoga ventito ars validus.
256,129,C-8531-47516,Warranty Extension,2021-05-06,2030-06-29,$82343.37035309142,Annually,Active,13,Benevolentia armarium cresco quisquam speciosus quasi desipio.
257,130,C-6309-49810,Full Coverage,2020-11-06,2021-11-24,$60587.35139170582,Monthly,Active,8,Natus clibanus pauper cernuus defessus virga quidem.
258,130,C-3263-48951,Warranty Extension,2021-05-24,2021-10-30,$25764.130737474472,Annually,Pending Renewal,2,Deprecator utique spero vallum villa conforto abbas ater unde.
259,130,C-3576-11354,Service Agreement,2024-06-02,2025-02-10,$64843.05987786237,Annually,Pending Renewal,4,Vir sollers conspergo degusto videlicet adversus brevis suffoco tondeo.
260,131,C-9164-50441,Warranty Extension,2021-05-09,2023-09-07,$86786.29460226903,Quarterly,Pending Renewal,9,Reprehenderit victoria caelum vomer temperantia.
261,132,C-9066-47767,Service Agreement,2023-05-13,2029-09-18,$42368.352954014765,Annually,Expired,10,Adflicto vulariter vergo centum.
262,133,C-5244-81517,Service Agreement,2021-07-20,2022-03-19,$75929.89292154812,Monthly,Expired,8,Quisquam bellicus dolor solio ea.
263,133,C-8716-73917,Service Agreement,2020-11-14,2021-05-09,$17706.859357285473,Annually,Active,9,Necessitatibus coerceo cur deleo.
264,134,C-5899-62964,Warranty Extension,2021-06-10,2022-10-03,$74704.42839675238,Annually,Pending Renewal,4,Aedificium civitas corporis varietas.
265,135,C-9816-68272,Service Agreement,2021-02-20,2027-02-20,$5088.525124920524,Quarterly,Pending Renewal,7,Vomica delicate arcus.
266,136,C-5016-60146,Service Agreement,2022-10-22,2026-06-12,$88970.702025261,Annually,Pending Renewal,18,Subito adopto quas termes.
267,136,C-3802-26571,Full Coverage,2023-01-28,2030-03-27,$60920.53428962444,Annually,Active,3,Desipio consuasor texo succurro talis spoliatio demergo adicio nulla adopto.
268,137,C-9327-47434,Service Agreement,2022-12-02,2025-08-08,$25727.613437764743,Monthly,Active,16,Magnam attonbitus corona eos conitor rem tabella tepesco.
269,138,C-2708-11342,Full Coverage,2021-11-11,2030-03-25,$10348.530218339172,Annually,Expired,20,Pecus aqua velut inventore amplexus.
270,138,C-8092-41518,Warranty Extension,2024-02-12,2024-06-27,$83680.03367590683,Annually,Pending Renewal,1,Alioqui vivo color admoveo adicio vester a cattus.
271,139,C-3584-50578,Service Agreement,2022-09-02,2024-06-03,$90895.78372289316,Quarterly,Pending Renewal,13,Possimus ambulo curriculum vespillo bellicus quod eum adulatio porro.
272,139,C-6759-17005,Full Coverage,2020-11-14,2021-02-28,$11854.858759701994,Annually,Pending Renewal,6,Pariatur demulceo suscipio crux.
273,140,C-1274-26879,Warranty Extension,2024-08-21,2026-12-17,$26440.67944669199,Annually,Pending Renewal,16,Adsidue sumo caste corrupti conturbo eligendi spectaculum territo administratio.
274,140,C-3645-70114,Warranty Extension,2024-06-19,2028-08-22,$61317.83101317085,Monthly,Expired,2,Viriliter bestia cenaculum blandior possimus solium absconditus cupressus vobis.
275,141,C-8131-54745,Service Agreement,2022-06-27,2029-12-25,$6686.681938222263,Annually,Pending Renewal,9,Cuppedia caste attero tam sperno.
276,141,C-4634-12150,Warranty Extension,2021-02-05,2021-04-28,$37181.4569312745,Monthly,Expired,3,Occaecati comprehendo sequi architecto contego tredecim defessus subiungo.
277,141,C-2867-84865,Warranty Extension,2020-10-01,2020-12-19,$79274.74915561313,Annually,Active,12,Trado veritatis consequatur conatus thema volubilis.
278,142,C-3572-83350,Full Coverage,2022-08-07,2023-10-15,$15383.159349377269,Monthly,Expired,18,Texo abbas administratio.
279,143,C-9710-61026,Full Coverage,2024-04-07,2030-09-16,$27049.294151330516,Annually,Expired,13,Decipio tabula verbum cohibeo comparo conqueror aurum.
280,143,C-2245-92225,Full Coverage,2024-02-17,2030-01-19,$37313.26675174054,Monthly,Pending Renewal,7,Denique charisma sit depopulo animi pauper subvenio libero maiores viscus.
281,144,C-4253-66707,Warranty Extension,2020-01-12,2021-01-09,$60018.37231153525,Monthly,Expired,3,Appositus deripio vomica nam aveho thesaurus iure.
282,144,C-7446-74712,Full Coverage,2022-08-08,2026-07-19,$95864.06841834326,Monthly,Expired,14,Attero nam despecto volubilis circumvenio.
283,145,C-3314-32460,Service Agreement,2023-08-06,2026-06-05,$55113.940353550206,Monthly,Expired,6,Tenuis terga curvo.
284,145,C-9145-97268,Warranty Extension,2021-05-21,2028-07-12,$20643.444303394546,Quarterly,Expired,2,Earum subvenio certe acerbitas cubicularis vos talis ulciscor.
285,146,C-4047-13453,Full Coverage,2020-11-23,2021-10-19,$23773.280418583017,Monthly,Pending Renewal,2,Cruciamentum unus comptus eveniet video.
286,147,C-8353-10758,Warranty Extension,2024-06-17,2025-01-07,$66237.61423520642,Quarterly,Expired,11,Vapulus vae animus turbo.
287,148,C-2875-52452,Full Coverage,2020-01-19,2026-02-28,$83125.28151449763,Annually,Pending Renewal,9,Cupressus ultra capillus aveho.
288,149,C-4869-69292,Warranty Extension,2022-04-27,2027-09-20,$42934.08027674173,Quarterly,Active,11,Error adnuo stella.
289,149,C-5908-47911,Warranty Extension,2022-05-17,2022-08-16,$26857.3737015345,Quarterly,Active,2,Tantillus cauda templum deporto terminatio civis cupiditas suggero nihil.
290,150,C-7530-67864,Warranty Extension,2020-12-19,2023-04-09,$56341.470653416705,Annually,Active,20,Considero pariatur sapiente animi tonsor possimus.
291,150,C-7232-24820,Warranty Extension,2022-12-07,2028-11-10,$82751.57885746304,Monthly,Expired,8,Talio thema voluptatum vito crepusculum votum carus.
292,150,C-7995-46701,Full Coverage,2020-12-21,2024-12-14,$55069.75799056674,Annually,Expired,14,Alienus concido audio bene cerno derideo contra substantia.
293,151,C-5837-22178,Service Agreement,2020-12-15,2021-02-22,$42635.10469212052,Quarterly,Pending Renewal,14,Tactus tendo statim basium statim currus thesaurus tactus confugo dapifer.
294,152,C-7253-21473,Warranty Extension,2021-10-31,2023-05-20,$78373.07210172545,Annually,Expired,16,Paens urbs asporto dolor cometes confido absconditus vinco.
295,153,C-2476-54608,Full Coverage,2020-07-29,2030-06-04,$4630.715668111072,Quarterly,Active,2,Altus conor coruscus aureus necessitatibus decerno eius usque damno molestiae.
296,154,C-1763-28027,Service Agreement,2020-04-21,2027-11-14,$60682.883079994856,Annually,Pending Renewal,12,Cinis ad amicitia patruus vorago tantum conicio undique viscus asperiores.
297,154,C-9697-57389,Warranty Extension,2023-04-14,2026-04-21,$61703.005555332405,Annually,Active,6,Sol conitor stabilis abundans auctus tergum.
298,154,C-5606-88556,Service Agreement,2020-04-12,2022-12-06,$60799.364377254155,Quarterly,Expired,9,Sursum cito cursim.
299,155,C-6488-37124,Full Coverage,2020-03-20,2021-07-29,$60028.86412628125,Monthly,Active,13,Allatus terebro amet aggredior turba.
