request_id,customer_id,equipment_id,request_date,description,priority,status,assigned_technician
302,108,4,2023-08-31,Clamo appono adfero laudantium ducimus.,High,Closed,17
303,108,1122,2021-06-07,Sol deinde repellendus voveo magni admoneo adulatio sonitus.,Low,Closed,17
304,109,97,2023-11-30,Recusandae vobis atque vesper.,Low,In Progress,47
305,109,1046,2024-02-16,Crur supra comburo.,Medium,In Progress,24
306,109,74,2024-04-25,Atavus harum absconditus aeternus bibo stillicidium angelus derideo voluptates.,Emergency,Open,31
307,109,804,2022-11-09,Conventus deorsum deprecator temptatio subiungo atrox creator.,Low,Closed,3
308,109,588,2022-07-25,Mollitia ducimus capillus consectetur nostrum debilito eius.,Emergency,Open,13
309,109,178,2022-08-14,Validus audacia termes reprehenderit iste vix beneficium versus.,Medium,In Progress,8
310,110,693,2024-08-08,Vulpes virga demum cado textus quia cernuus.,Medium,Closed,32
311,111,228,2023-11-07,Cohors addo adipiscor.,Medium,In Progress,11
312,111,854,2023-04-17,Ubi aestivus defluo vinculum commodo ago tam adsum centum viriliter.,High,Closed,41
313,111,768,2023-04-23,Adulescens conatus vereor tot molestiae audax minima corroboro aranea.,Medium,Open,23
314,111,1037,2023-07-24,Vinco cresco saepe crapula vae carcer depono.,Low,Open,44
315,112,673,2022-05-10,Nobis eveniet tersus appello decet tonsor aranea.,Emergency,Open,28
316,113,35,2024-08-06,Alioqui atavus amicitia verbum culpo.,Medium,Closed,40
317,113,918,2024-07-21,Arcesso conqueror ambitus antiquus.,Medium,Open,50
318,113,758,2024-07-14,Coruscus odio paulatim depulso cilicium sol audentia id.,Medium,In Progress,44
319,113,1087,2024-09-16,Conitor absque cetera accommodo.,Low,Open,14
320,114,403,2022-10-13,Condico chirographum speculum.,Emergency,In Progress,39
321,114,834,2023-01-20,Absque vox commodi denique vita.,High,In Progress,20
322,114,270,2023-03-06,Sonitus occaecati verbum doloremque damnatio congregatio traho voluptas thorax vorago.,Emergency,Open,37
323,115,711,2024-09-12,Confugo ultio vorax allatus pax tamdiu acer.,Medium,In Progress,8
324,115,955,2024-09-21,Cedo caterva absum vulgo adhuc.,Medium,In Progress,49
325,115,497,2024-04-13,Correptius vivo suppellex.,Emergency,Open,15
326,115,852,2021-12-25,Ultra vinum ciminatio.,Low,In Progress,21
327,116,586,2023-12-03,Aliquam copiose titulus reprehenderit comparo usitas ustulo velit.,High,Closed,1
328,116,520,2024-02-01,Fugiat excepturi dignissimos volubilis armarium curtus.,Emergency,In Progress,23
329,116,1189,2021-08-20,Cariosus adeptio voluntarius nobis talio arbustum textor.,Low,Open,38
330,116,1122,2024-07-13,Clementia caelestis careo ipsum recusandae bellicus.,Emergency,In Progress,43
331,116,1134,2024-08-14,Cognomen dens aegre agnitio.,Emergency,Closed,42
332,116,805,2024-08-16,Quo eligendi sum demo natus ad auditor cenaculum.,Emergency,Open,14
333,118,176,2021-06-27,Amoveo custodia cubicularis ara ver theca crapula contra solium cunae.,Medium,Open,32
334,118,728,2020-06-01,Calculus adduco umbra turba aureus quisquam balbus.,High,Closed,3
335,118,419,2021-03-30,Abbas a abutor coma decens succedo hic culpo pectus dedecor.,Medium,In Progress,42
336,119,691,2024-09-15,Carpo error rerum.,Medium,Closed,30
337,119,941,2022-07-17,Utique contigo caritas color degero crapula.,Medium,Closed,9
338,120,763,2023-12-18,Creator commemoro clam sortitus thesis vae tibi.,Low,In Progress,11
339,121,702,2022-08-25,Ab tendo videlicet vergo comis.,Low,In Progress,32
340,121,64,2023-11-28,Adsuesco succurro delicate.,Emergency,Open,49
341,121,390,2022-06-21,Abbas careo tempore bibo capillus utique suppellex demonstro.,Emergency,Closed,23
342,121,1130,2021-09-03,Compono amissio vinco decipio ascit.,High,Open,12
343,122,1112,2024-09-14,Decimus xiphias crux.,Medium,In Progress,50
344,122,618,2024-09-17,Vesica sordeo minima colo argumentum abundans summa creber cuius vulgaris.,Emergency,In Progress,27
345,122,211,2024-09-07,Arbor crux vinitor id caterva cribro crustulum tonsor vitiosus.,Low,Open,22
346,123,1158,2022-11-01,Subvenio neque theatrum deripio vestrum.,Emergency,Open,48
347,123,773,2023-01-27,Causa alter sperno utor.,Emergency,Open,47
348,124,535,2022-10-03,Titulus cura apostolus.,Emergency,Open,34
349,124,257,2024-03-13,Usitas brevis aqua bonus suffoco molestiae curtus taedium.,Medium,Closed,45
350,124,242,2023-02-04,Iure aeneus compono demum sophismata ascit aut.,Medium,Open,3
351,125,157,2023-04-03,Tonsor pauper corroboro timidus uter damnatio suppellex delego subito.,Medium,Open,40
352,125,1192,2023-02-16,Autus sortitus acies placeat caries terga censura pecco commemoro.,High,Closed,45
353,125,429,2024-05-09,Uxor cruentus soluta astrum delego circumvenio corona.,Emergency,Closed,42
354,125,52,2024-06-07,Usus alius attero.,Low,Open,45
355,127,411,2023-08-18,Thymbra absum fugiat sulum concedo turbo.,Medium,In Progress,19
356,128,465,2023-01-08,Quae terror vulnus.,Emergency,Open,16
357,128,514,2024-03-21,Vilis tenuis est adinventitias.,High,Open,28
358,128,917,2024-05-15,At tonsor aggero tondeo verecundia timor.,High,Closed,29
359,128,1090,2024-07-19,Terminatio tepesco somniculosus sto volaticus varietas consectetur sit conicio caries.,High,In Progress,32
360,128,536,2022-12-29,Stips alius verumtamen reprehenderit.,High,Closed,30
361,129,87,2021-10-30,Turbo vitium suus solum.,Emergency,Closed,26
362,129,52,2023-03-16,Canonicus quidem ascisco.,Emergency,Open,44
363,129,848,2023-09-10,Bestia volubilis aspernatur inventore voluptates sordeo.,Low,In Progress,5
364,130,494,2024-07-21,Degenero acidus spes.,Low,Open,33
365,130,744,2024-02-16,Villa a voluptatibus decens minima vitiosus tonsor sufficio.,Medium,In Progress,10
366,130,1084,2021-08-04,Curto carus turba centum deputo congregatio cetera quis.,High,Closed,43
367,130,937,2023-11-22,Conforto turba corona fuga clibanus.,Medium,In Progress,3
368,130,56,2024-08-18,Decumbo solus toties textor beneficium iure vester ad tabula consectetur.,Emergency,Closed,31
369,131,529,2024-05-08,Claudeo coniecto thesaurus charisma.,Medium,In Progress,23
370,131,808,2023-12-04,Suscipio arbustum constans cumque bellum.,Low,Closed,4
371,132,1193,2024-05-03,Tergiversatio confero voluptatum asperiores abutor tabgo.,Low,Open,6
372,132,1435,2023-05-21,Triduana veritatis laboriosam utroque.,High,In Progress,25
373,133,202,2022-05-30,Compello tollo atque alo id dolor vociferor combibo nobis.,High,Closed,16
374,133,1156,2024-02-17,Ultra appello ut titulus votum.,High,Closed,48
375,133,1263,2022-02-01,Atrox magni dicta solvo.,Low,Open,27
376,134,773,2022-11-30,Ventus aggero id argumentum.,Medium,Open,42
377,136,119,2022-11-20,Strenuus abbas compello summa.,Low,Open,43
378,136,1380,2023-11-01,Solus vivo dicta pecto tunc vomer.,High,In Progress,29
379,136,558,2023-03-29,Atrox conicio vix bellum conspergo deorsum somniculosus accusator.,Emergency,In Progress,22
380,138,422,2023-01-18,Adsuesco animus distinctio cetera bellicus surgo aegrotatio ager.,Medium,Open,31
381,138,589,2024-02-14,Quibusdam argumentum terga.,Emergency,Open,7
382,138,1189,2024-05-08,Advenio maiores ustulo caute aeger subseco addo damnatio.,Low,In Progress,24
383,139,690,2024-06-05,Curto vulgus cognatus ambitus.,Emergency,Closed,11
384,140,321,2024-08-25,Tres eos appositus ad.,High,In Progress,39
385,140,817,2024-09-07,Conculco creber cernuus veniam sortitus suasoria alter tui cenaculum vomer.,Medium,In Progress,12
386,140,1188,2024-08-29,Porro trado adhaero commodo celebrer.,High,Open,13
387,140,992,2024-08-13,Pel officia tricesimus summa modi alienus vulnus.,Medium,Open,10
388,140,834,2024-07-18,Tabgo curriculum demitto textor coma abeo concedo.,Emergency,In Progress,26
389,140,1441,2024-07-30,Temporibus desino absque ratione cenaculum animus adsuesco.,Low,In Progress,1
390,141,1209,2023-06-14,At acer vergo.,Low,In Progress,29
391,141,899,2024-01-13,Copiose aequitas adicio valde tripudio varietas cur tempore velut succedo.,High,Closed,45
392,141,998,2022-07-19,Cui aliquid supellex terror aduro ea tenax voluptatum.,High,Open,33
393,141,1272,2021-05-03,Triumphus aduro delinquo caste velum velut sponte.,Emergency,Closed,20
394,142,1430,2024-03-10,Adaugeo cura comedo tyrannus titulus umquam.,High,Open,41
395,142,1087,2024-02-26,Utilis illo pecus verbera coadunatio arca.,High,In Progress,13
396,142,1167,2024-08-23,Ulterius creber est molestias perspiciatis arx subnecto coniuratio.,High,In Progress,31
397,143,740,2024-04-07,Cultellus solutio et ambitus summisse tenetur quaerat.,Medium,Closed,45
398,143,314,2024-08-14,Decretum derelinquo sum cohors textus turpis aperiam despecto.,Emergency,In Progress,17
399,143,770,2024-08-06,Curto viduo villa.,Emergency,Closed,31
400,144,192,2024-01-20,Comes cito acies adeo nobis coaegresco tandem vulnus occaecati patior.,Medium,In Progress,41
401,144,996,2024-03-14,Alii amplitudo versus sumptus contego vomica aggredior conduco.,Emergency,Open,41
402,144,1051,2024-01-18,Aeternus angelus cum.,Medium,Open,7
403,145,1562,2024-01-28,Apparatus calamitas adipisci eveniet cunabula debitis solvo strenuus.,High,Open,30
404,145,564,2024-05-02,Cernuus pauper tricesimus uxor veniam.,High,In Progress,22
405,145,424,2024-03-02,Ustulo itaque ter laboriosam suppellex agnitio apparatus.,Low,In Progress,13
406,145,1161,2024-06-24,Texo agnitio cibo corrupti modi harum caecus conventus adsuesco.,Medium,In Progress,23
407,145,1412,2021-10-16,Verto eius spargo virtus corpus corona.,Emergency,In Progress,30
408,145,753,2023-09-20,Utrum vigilo molestiae ustilo teres temperantia thymbra acerbitas.,Medium,In Progress,20
409,146,542,2023-02-03,Censura vindico adstringo trepide annus tempore vobis.,Medium,In Progress,50
410,146,1211,2022-12-06,Cavus caries votum abutor cupio conqueror damno.,Emergency,Open,32
411,146,263,2023-06-12,Tui illum decens conor curia magnam.,High,In Progress,17
412,147,1013,2024-07-03,Soleo vestigium decretum.,High,Open,2
413,148,100,2023-05-13,Contigo patior usitas.,Low,In Progress,9
414,148,288,2020-06-18,Fuga vigilo molestiae appono conqueror.,Low,In Progress,18
415,149,398,2022-11-02,Subiungo arbitro natus conculco confero ceno conturbo.,Medium,Open,39
416,150,805,2022-08-24,Sophismata suffoco volubilis arbustum temporibus surgo tibi aspicio.,Emergency,In Progress,18
417,150,1446,2022-11-26,Speciosus facere ab.,Emergency,Closed,46
418,150,569,2021-02-28,Civis sonitus vis rerum praesentium super compono compello ter.,Medium,Open,43
419,150,1003,2024-09-17,Incidunt cotidie patruus vilicus uredo solutio placeat carus deorsum uredo.,Medium,Closed,2
420,150,198,2024-08-04,Somniculosus amor alienus vespillo vinculum commodo baiulus condico adnuo.,High,In Progress,32
421,150,1494,2023-06-01,Ancilla cohors cursim ambitus dolorum curto currus alius calamitas.,Emergency,In Progress,29
422,150,544,2022-10-30,Tactus comitatus temeritas.,High,Open,39
423,151,1097,2021-12-10,Vilitas amissio ceno aro dolor.,Emergency,In Progress,48
424,151,222,2021-06-29,Statim cernuus claro thalassinus comes.,Emergency,Closed,45
425,151,43,2024-08-13,Abbas sto cum ipsa terror.,High,Open,35
426,152,1555,2024-09-16,Summisse beneficium amicitia derideo vivo sursum urbs conicio.,Low,Closed,48
427,152,1553,2022-04-25,Ab vallum accusamus arguo temptatio caste delectus.,High,Closed,15
428,154,215,2021-09-12,Vulnus nobis uterque pariatur colligo conatus stillicidium comprehendo demo.,Emergency,In Progress,31
429,154,164,2021-02-28,Anser theca tenax.,Low,Closed,24
430,154,1112,2023-11-28,Verbera amita conservo excepturi decerno aegrotatio cunabula.,High,In Progress,49
431,154,579,2023-06-22,Alter comparo cupio veritatis at arma denique solutio defaeco crudelis.,High,In Progress,47
432,154,100,2020-05-30,Allatus somnus non tepesco barba vicissitudo uterque crux suscipit unus.,Low,Open,36
433,154,1106,2021-03-15,Tabella textus quisquam venustas vorago.,High,In Progress,23
434,154,40,2023-03-17,Considero synagoga modi certe alienus.,Emergency,Closed,38
435,155,1433,2021-11-15,Usque sortitus uredo ventosus.,Medium,Closed,23
436,155,88,2020-10-14,Absconditus adduco vociferor aggredior sufficio ea.,Emergency,Closed,28
437,155,1438,2023-05-31,Cavus autem cunabula aggero.,High,Closed,19
438,156,1094,2024-08-21,Cur adflicto tergo.,Low,Open,2
439,157,730,2024-04-04,Vorax trans rem similique coepi commodi.,Medium,Closed,49
440,157,241,2022-12-13,Cilicium clam volup votum.,Medium,Open,39
441,158,1124,2023-11-28,Ater autus quaerat sulum aperte desolo supplanto abutor textilis omnis.,Low,Open,12
442,158,1085,2024-06-24,Inflammatio voro aequitas cultura cubitum pecto tyrannus corrupti.,Medium,Open,20
443,158,633,2022-09-19,Totam patria solitudo pax adeo tracto.,Low,In Progress,14
444,158,822,2023-05-25,Sustineo absque virtus.,Low,Open,11
445,159,1597,2024-07-04,Spoliatio confugo vulpes.,High,Open,7
446,159,1480,2023-09-29,Crur arcus aequitas pauper cervus terminatio.,Low,Open,10
447,159,1167,2024-05-14,Praesentium tantillus curriculum absum defendo quaerat.,Emergency,Open,6
448,161,527,2020-11-04,Pax vito impedit tollo.,Medium,In Progress,14
449,161,94,2022-10-06,Suus cogito eligendi abundans ulciscor cupiditate aestus.,Emergency,Closed,49
450,162,1585,2024-09-11,Tantum voluptatum decens attonbitus eius nam conventus paulatim.,Low,Open,26
451,162,681,2024-09-05,Valde comedo velut beneficium.,Emergency,In Progress,5
452,162,297,2021-04-20,Porro voluptatibus curriculum quae altus pax volutabrum solum cura quis.,High,In Progress,11
453,162,1509,2024-08-26,Complectus stips strues arcesso coerceo.,Low,Closed,16
454,162,622,2021-08-05,Temeritas conor ancilla verecundia acies turpis quisquam.,Emergency,In Progress,49
455,163,1194,2022-08-06,Turba colo defluo assentator auctor.,Emergency,In Progress,20
456,163,465,2024-04-02,Textus vita celer.,Low,Closed,18
457,163,1608,2024-09-19,Crastinus vito cattus averto crinis acceptus.,Low,Open,34
458,165,1478,2024-07-09,Velut xiphias adipiscor supellex.,Medium,Open,6
459,165,795,2023-09-25,Doloremque alter soleo vindico maxime sordeo caelum caelum.,Emergency,Closed,9
460,165,1418,2024-02-16,Creator cumque sumo voluptates defero vomer civis caecus cum utrimque.,High,Closed,4
461,165,1310,2023-10-15,Solio crebro crur cum aedificium curis dens stillicidium cimentarius.,Emergency,Closed,39
462,165,303,2022-08-23,Ager delibero circumvenio ultio vicinus.,High,In Progress,25
463,166,1578,2023-01-06,Adversus delibero vita concedo.,Low,Open,30
464,166,1186,2023-10-09,Magnam terreo communis xiphias cuius pauci solio absens textor carpo.,Medium,Open,14
465,166,937,2022-02-07,Tero aggredior vinitor claro vicinus utique dedico sufficio patruus.,Emergency,In Progress,25
466,166,447,2023-04-30,Pax voluptatem aestas pel.,Medium,In Progress,1
467,166,199,2022-05-26,Suscipio accommodo volup concido venustas suppono color custodia clam.,Medium,Closed,9
468,166,545,2020-11-08,Cuius cresco coerceo conturbo agnosco amissio ab stabilis depromo vinitor.,Emergency,Closed,15
469,166,997,2023-07-28,Carbo comptus custodia coniuratio conspergo subnecto solum ab cui voro.,Emergency,Closed,31
470,167,48,2023-09-20,Minima celer comes repellendus necessitatibus.,Low,Open,41
471,167,1723,2023-07-06,Vox valetudo comis cohaero colo tamen.,Low,Closed,19
472,167,966,2024-02-21,Vallum trado caput tendo vulariter crinis possimus.,Medium,Open,4
473,167,888,2024-02-28,Pax nobis cubicularis succurro solvo alo earum aestus.,Emergency,Closed,5
474,167,1676,2023-08-19,Utrimque cursus considero chirographum cena quibusdam ab nobis.,Low,Open,20
475,168,448,2024-07-24,Crapula calculus surculus vicinus tracto totus suppellex barba accommodo apto.,Medium,In Progress,6
476,168,1358,2024-05-25,Vaco convoco aperiam asporto adulescens contego thymum vobis armarium.,Low,Closed,8
477,169,368,2024-06-27,Avaritia similique clementia tres soluta crux angulus demulceo confero.,Medium,Closed,30
478,169,1440,2021-05-17,Damno sophismata admoveo confero succurro.,Medium,In Progress,22
479,170,1310,2023-11-05,Itaque quidem reiciendis curvo somniculosus acquiro aegrus.,High,In Progress,45
480,170,1062,2021-06-23,Conitor aiunt crastinus velum teres.,Medium,Closed,34
481,170,924,2024-08-31,Tabella usus amiculum comburo depraedor tamdiu.,Emergency,In Progress,34
482,171,1600,2024-04-13,Stips beneficium distinctio.,Emergency,Open,49
483,171,1277,2024-06-03,Ciminatio comminor commemoro adduco pecto soluta curso beneficium tempore.,Emergency,Closed,44
484,171,1321,2024-07-13,Vestrum allatus ademptio.,Medium,Closed,13
485,172,348,2024-03-15,Uxor audio cognatus timidus caterva blandior vitiosus.,Emergency,In Progress,17
486,173,580,2021-04-04,Clementia nesciunt denuo comprehendo beatus cohaero veniam tutis pariatur.,Medium,Closed,20
487,173,94,2022-12-09,Tres astrum considero solio creta.,Medium,Closed,49
488,173,249,2023-02-24,Conventus argumentum bestia.,Medium,In Progress,30
489,173,1549,2024-03-21,Verto decretum sursum delinquo animadverto ocer aliqua.,High,In Progress,49
490,173,1519,2023-03-23,Praesentium vesica est.,Medium,In Progress,5
491,173,1084,2023-06-20,Solutio cresco statua sumo aliquam unde.,High,Open,46
492,174,1770,2024-07-08,Excepturi mollitia aqua sufficio decet.,High,Open,21
493,174,1518,2022-11-28,Caste studio aveho confugo confugo repellat brevis talus ab cursus.,Low,In Progress,4
494,176,1632,2023-05-30,Pecus sonitus titulus suscipio minima cupressus depereo virgo decumbo credo.,Low,Closed,43
495,176,443,2023-11-23,Astrum custodia vivo ver aedificium angelus aestus.,Medium,In Progress,17
496,176,1463,2022-08-26,Amoveo sequi arx quasi universe catena maxime veritas pauci arto.,Medium,Closed,36
497,177,486,2023-10-25,Desino articulus acer.,High,Closed,45
498,178,232,2022-06-02,Vitium sursum tactus caries defluo aequitas contra abeo volubilis cum.,Emergency,Closed,14
499,178,1582,2022-09-09,Quam accusamus absum subito nulla ab suscipit.,High,In Progress,26
500,178,1080,2023-12-07,Rem caries cibo.,Low,Closed,37
501,178,1112,2021-09-24,Vesco rem tutamen tersus corpus suspendo creber cui tracto.,Medium,Open,40
502,178,1007,2024-01-01,Acervus aeger traho.,High,In Progress,30
